"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       
        1868,      -6.502289201,       -5.34961375,      -5.561447891,       5.044870053,       5.044870053,      0.2396223988,      0.6388184982
        1869,      -6.503363805,      -5.349811267,      -5.561408303,       6.053844064,       6.053844064,      0.2396696402,      0.6391042909
        1870,      -6.503978133,      -5.350059751,      -5.561330315,       7.264612876,       7.264612876,      0.2397260506,      0.6394464912
        1871,       -6.50453252,      -5.350383328,      -5.561221294,       8.717535452,       8.717535452,      0.2397933497,      0.6398560378
        1872,      -6.505132358,      -5.350792916,      -5.561090255,       10.46104254,       10.46104254,      0.2398735489,      0.6403458787
        1873,      -6.505797954,      -5.351292962,      -5.560958893,       12.55325105,       12.55325105,      0.2399689848,      0.6409312842
        1874,      -6.506511444,      -5.351884538,      -5.560858198,       15.06390126,       15.06390126,      0.2400823541,      0.6416301788
        1875,      -6.507246245,      -5.352574696,      -5.560816367,       18.07668151,       18.07668151,      0.2402167538,      0.6424634805
        1876,      -6.507995406,      -5.353380025,      -5.560848606,       21.69201781,       21.69201781,      0.2403757432,      0.6434554651
        1877,      -6.508778403,      -5.354333193,      -5.560956821,       26.03042138,       26.03042138,       0.240563478,      0.6446342332
        1878,      -6.509629358,      -5.355481703,      -5.561139951,       31.23650565,       31.23650565,      0.2407849414,       0.646032326
        1879,      -6.510578302,       -5.35688054,      -5.561406094,       37.48380678,       37.48380678,      0.2410461073,      0.6476873335
        1880,      -6.511610795,      -5.358603771,      -5.561779473,       37.48380678,       37.48380678,      0.2413536863,      0.6496422752
        1881,      -6.512635984,      -5.360754654,      -5.562296512,       37.48380678,       37.48380678,      0.2416548081,      0.6515666367
        1882,      -6.514157902,      -5.363028199,      -5.562767198,       37.48380678,       37.48380678,      0.2419484498,      0.6534606649
        1883,      -6.515853251,      -5.365405248,      -5.563221965,       37.48380678,       37.48380678,      0.2422335941,      0.6553246551
        1884,       -6.51752014,      -5.367882086,      -5.563701724,       37.48380678,       37.48380678,      0.2425095197,      0.6571592407
        1885,      -6.519146292,      -5.370449646,      -5.564222338,       3.748380678,       3.748380678,      0.2427759817,      0.6589656325
        1886,       -6.52075806,      -5.373091189,      -5.564787936,       4.498056814,       4.498056814,      0.2428024783,      0.6591458855
        1887,      -6.521526755,      -5.373362624,      -5.564795723,       5.397668177,       5.397668177,      0.2428340908,       0.659361763
        1888,      -6.522004091,      -5.373695936,      -5.564778656,       6.477201812,       6.477201812,      0.2428717665,      0.6596202195
        1889,      -6.522491834,      -5.374114198,      -5.564747395,       7.772642175,       7.772642175,      0.2429166114,       0.659929518
        1890,      -6.523058686,      -5.374630598,      -5.564711385,        9.32717061,        9.32717061,      0.2429699066,       0.660299454
        1891,      -6.523710452,      -5.375253968,      -5.564689678,       11.19260473,       11.19260473,       0.243033121,      0.6607416089
        1892,      -6.524422639,      -5.375991069,      -5.564709782,       13.43112568,       13.43112568,      0.2431079221,      0.6612696314
        1893,      -6.525160191,      -5.376850127,      -5.564800264,       16.11735081,       16.11735081,       0.243196188,      0.6618995455
        1894,      -6.525908339,      -5.377849943,      -5.564979615,       19.34082098,       19.34082098,      0.2433000393,      0.6626501181
        1895,       -6.52672044,      -5.379019868,      -5.565249913,       23.20898517,       23.20898517,      0.2434219584,      0.6635434127
        1896,      -6.527566139,      -5.380412371,       -5.56562715,       27.85078221,       27.85078221,       0.243565061,      0.6646055305
        1897,      -6.528463204,      -5.382081272,      -5.566124563,       33.42093865,       33.42093865,       0.243733566,      0.6658677043
        1898,      -6.529409914,      -5.384093776,      -5.566764899,       40.10512638,       40.10512638,      0.2439332078,      0.6673673321
        1899,      -6.530534385,      -5.386269673,       -5.56715968,       4.010512638,       4.010512638,      0.2441739909,      0.6691552095
        1900,      -6.531924574,       -5.38893449,      -5.567823781,       4.812615165,       4.812615165,      0.2441980836,      0.6693341169
        1901,      -6.534332757,      -5.389219861,      -5.567880859,       5.775138198,       5.775138198,      0.2442269912,      0.6695486908
        1902,      -6.535436113,      -5.389563756,      -5.567912454,       6.930165838,       6.930165838,      0.2442616908,      0.6698060148
        1903,      -6.536169245,      -5.389997284,      -5.567942649,       8.316199005,       8.316199005,      0.2443033769,      0.6701145866
        1904,      -6.536786084,      -5.390535187,      -5.567983404,       9.979438806,       9.979438806,      0.2443535167,      0.6704846055
        1905,      -6.537368593,      -5.391186454,      -5.568052088,       11.97532657,       11.97532657,      0.2444139329,      0.6709283302
        1906,      -6.537944514,      -5.391961582,      -5.568170284,       14.37039188,       14.37039188,      0.2444869297,      0.6714605316
        1907,      -6.538535515,      -5.392873855,       -5.56835684,       17.24447026,       17.24447026,      0.2445754959,      0.6720990758
        1908,      -6.539178375,      -5.393944669,      -5.568622233,       20.69336431,       20.69336431,      0.2446836112,      0.6728656699
        1909,      -6.539923356,      -5.395207642,      -5.568969715,       24.83203717,       24.83203717,      0.2448166551,      0.6737867152
        1910,      -6.540819523,      -5.396708607,      -5.569403381,       29.79844461,       29.79844461,      0.2449817946,       0.674893973
        1911,      -6.541892944,      -5.398504624,      -5.569936735,       35.75813353,       35.75813353,      0.2451880615,      0.6762246176
        1912,      -6.543129545,       -5.40066711,      -5.570593897,       3.575813353,       3.575813353,      0.2454459073,       0.677820964
        1913,      -6.544466631,      -5.403288122,      -5.571404584,       4.290976023,       4.290976023,      0.2454717982,      0.6779807675
        1914,      -6.546179376,      -5.403560547,      -5.571468923,       5.149171228,       5.149171228,      0.2455029853,      0.6781725373
        1915,      -6.547021973,      -5.403893632,      -5.571519039,       6.179005473,       6.179005473,      0.2455405759,      0.6784026464
        1916,       -6.54762439,      -5.404311587,      -5.571570637,       7.414806568,       7.414806568,      0.2455859191,      0.6786787275
        1917,      -6.548179625,      -5.404829868,      -5.571631035,       8.897767882,       8.897767882,       0.245640657,      0.6790099118
        1918,      -6.548758881,      -5.405461542,      -5.571711507,       10.67732146,       10.67732146,      0.2457067853,      0.6794071068
        1919,      -6.549392842,       -5.40621823,      -5.571828042,       12.81278575,       12.81278575,      0.2457867249,      0.6798833198
        1920,      -6.550101739,      -5.407109223,      -5.571997365,        15.3753429,        15.3753429,      0.2458834148,      0.6804540402
        1921,      -6.550909698,       -5.40815005,      -5.572232119,       18.45041148,       18.45041148,      0.2460004369,      0.6811377121
        1922,       -6.55184906,      -5.409365689,      -5.572539489,       22.14049378,       22.14049378,      0.2461421938,      0.6819563635
        1923,      -6.552954572,      -5.410792549,      -5.572924969,       26.56859253,       26.56859253,      0.2463141516,      0.6829364311
        1924,       -6.55425038,      -5.412477109,      -5.573398363,       31.88231104,       31.88231104,       0.246523102,       0.684109727
        1925,      -6.555742656,      -5.414479891,      -5.573976934,       31.88231104,       31.88231104,      0.2467773351,      0.6855145508
        1926,      -6.557426472,      -5.416876471,      -5.574683157,       31.88231104,       31.88231104,       0.247034555,      0.6869173751
        1927,       -6.55981597,      -5.419319528,      -5.575354614,       31.88231104,       31.88231104,      0.2472942783,      0.6883191138
        1928,      -6.562367177,      -5.421800612,      -5.575997631,       31.88231104,       31.88231104,      0.2475561836,      0.6897208055
        1929,       -6.56498852,      -5.424311445,       -5.57662304,       31.88231104,       31.88231104,      0.2478201331,      0.6911235571
        1930,       -6.56767055,      -5.426839334,      -5.577239384,       31.88231104,       31.88231104,      0.2480861145,      0.6925283812
        1931,      -6.570396352,      -5.429373955,      -5.577853163,       31.88231104,       31.88231104,      0.2483541496,      0.6939360139
        1932,      -6.573137468,      -5.431907641,      -5.578469176,       31.88231104,       31.88231104,       0.248624214,      0.6953467882
        1933,      -6.575860577,      -5.434455132,      -5.579090673,       31.88231104,       31.88231104,      0.2488961944,      0.6967605975
        1934,       -6.57853633,      -5.436991813,      -5.579719537,       31.88231104,       31.88231104,      0.2491698867,      0.6981769508
        1935,      -6.581127721,      -5.439512758,      -5.580356343,       31.88231104,       31.88231104,      0.2494450237,      0.6995950867
        1936,      -6.583604013,      -5.442019933,      -5.581000748,       31.88231104,       31.88231104,      0.2497213162,      0.7010141119
